;userName;content;score;at
639;Imam Wahminto2;Ampun, pencairannya lama banget ya, walaupun nominalnnya kecil tp prosesnya lama, apalagi kalau nominalnya besar jd takut mau invest besar2 disini. Udah 4 hari Ini masih proses nungguin transfer ke rekening.;1;2021-03-02 2.42.17
640;adhy pryo;Menurut ane si apk. bibit rekomen lah.. naik turun nya profit/ malah rugi .. menjadi lebih giat berinvest.. yang dulu nya paling masukin ke bank sekarang jadi tahu dunia invest masa depan.. makasi BIBIT walaupun saya terlambat belajar di BIBIT tapi semangat pantang menyerah.. buat CUAN hehe Terus yang jadi minus ada 1 1.Pencairan reksadana obligasi/ saham minta tolong di percepat;4;2021-02-23 12.42.06
641;Nadya Cecilia;"Masih pemula tapi mau mencoba investasi? Bibit adalag jawabannya. Aplikasi reksadana yang pastinya aman jadi ga perlu khawatir. Nah kalau mau dapat cashback 25ribu jangan lupa pakai kode refferal: ""reksabibitdana""";5;2021-01-05 2.05.18
642;Ayam Kampung;Bagus dan mudah disini saya bisa cuan setiap hari, dengan berinvestasi uang kita jadi berkembang dan juga yang terpenting sudah aman ya, tetap pertahankan untuk kedepanya aplikasi seperti ini.. Karena sangat membantu sekali, dimana masa pandemi corona ini, aplikasi bibit menurut saya adalah SOLUSINYA. Jadi mamfaatkan kesempatan ini, karena kesempatan gak datang kedua kalinya.. Buat kalian yang ingin berinvestasi tenang saja, karena aplikasi bibit sudah terdaftar di otoritas jasa keungan ya.;4;2021-03-18 0.06.18
643;mohammad solihin;"Semoga berkah dan membayar ya, dapatkan 25rb melalui ini referalku "" sayanu "" , terima kasih";5;2021-03-22 8.45.20
644;Wawan Kurniawan;mantap aman lg;5;2021-04-07 16.25.14
645;Rachma Hayyu;"Pakai kode ""xiaodino"" buat dapet Cashback 25k. Aplikasi ini gampang banget buat kamu yang mau mulai investasi dengan aman karena diawasi langsung sama negara";5;2020-12-30 4.49.12
646;tohavrg;Aplikasi keren sih walau aku juga masih pemula . Masukan kode referal : soloraya . Silahkan kalian coba aplikasi ini sendiri semangat.....!!!!! Semoga bisa cepet paham dan sukses selalu .;5;2021-01-03 9.07.33
647;raiyen pardosi;TERIMA KASIH BIBIT, APLIKASI INI MEMBANTU SAYA UNTUK MENGUJI KESABARAN SAYA, SAMPAI PADA AKHIRNYA KESABARAN SAYA HABIS, SAYA PUN MAMPIR KE GOOGLE PLAY UNTUK MENCARI APLIKASI BIBIT DAN SAMPAI LAH SAYA DISINI UNTUK MEMBERI ULASAN YANG SANGAT-SANGAT BURUK TERKAIT KINERJA TIM NYA, SAYA NUNGGU KABAR PERGANTIAN BANK TIDAK ADA KEJELASAN, SAYA SUDAH KE BEKASI, KE JAKARTA, MASIH SAJA TIDAK KUNJUNG KELAR, TERIMA KASIH BIBIT;1;2021-01-05 2.28.51
648;andre ali wardhana;mudaaaahhh banget;5;2021-03-28 12.30.47
649;Kevin Oktovian;Varifikasi KSEI nya kok lama banget ya min. Padahal dari hari Sabtu sampai Senin ini belum ter verifikasi.;3;2021-03-22 4.43.09
650;Agung Baturaja;perbanyak MI nya;3;2021-04-19 3.04.43
651;Salma Salsabila;Saya pengguna baru bibit,, udah lama nyari tau tentang investasi tapi selalu ada ketakutan untuk nyoba mulai... Akhirnya di awal tahun ini memberanikan diri dan senangnya ketemu aplikasi bibit yang sangat mudah untuk pemula seperti aku Love bibit pokoknya;4;2021-01-07 13.28.12
652;Joni Ucok;Belajar investasi di reksada membuat saya senang....jadi tau perkembangan saham, pasar uang dan obligasi...mantap Yg belum download aplikasi ini ayo ikut gabung....biar dapet Cashback pakai refferal : JM1008 salam sukses;5;2021-01-04 22.14.09
653;GigaTera;Halo selamat malam bibit saran buat bibit... kalau bisa ditambah limit portofolionya... karena fitur porto ini sangat membantu untuk alokasi pembagian uang yg di invest mungkin bisa maksimal 15 semoga saran ini dapat diterapkan.... :);5;2021-03-08 10.48.58
654;Sofiatun 12;gk perna surplus ??;1;2021-05-22 10.28.56
655;Aprian Official;Aplikasi nya bugus, dan kalo misalnya kita ga ngerti tentang bibit bisa nanya ke support respon nya juga cepat lagi,?????????????saya tambahin bintang nya soal nya 5 doang ga cukup;5;2021-03-14 19.55.46
656;Ahmad H.Setiawan;Mantap...?????? Ikuti kode refferal: malaikattanpanama , dapatkan cash back Rp. 25.000,- Semoga kita semua mencapai apa2 yg dicita-citakan. Aamiin.;5;2021-01-07 6.28.19
657;Muhammad Athoillah;"Gunakan kode referral ""CINTAYANTI"" untuk mendapatkan cashback 25rb rupiah saat melakukan transaksi pertama. Jangan lupa ya kode referralnya ""CINTAYANTI"", selamat berinvestasi ??";5;2021-01-01 18.16.49
658;Satria Dwi;Pikir2 lagi 1000x klo mau investasi pake aplikasi ini ya guys !! Proses approvalnya lama, udah gitu pas invest 50rbu pas ditarik jadi 48rbu RUGI 2 jetong dlm 1 bln hadeuhhh..;1;2021-03-19 15.58.08
659;Aimam 89;D tingkatkn lagi;4;2021-04-14 6.17.20
660;Andhika Permana;promo dengan gojek hanya tipu2;2;2021-05-02 4.04.01
661;Kharisman Cah Sagitarius;Maaf, ko susah kali daftar nya ya, terutama di login nya, solusinya? .terima kasih.;2;2021-03-11 3.49.19
662;Marlinda;bagus banget buat pemula yg ingin investasi tp dengan modal kecil, yah lumayan lah pendapatannya.. buruan daftar deh. jangan lupa pake kode refferal ayocuan spy kamu bisa dpt cashback 25ribu..;5;2020-12-27 13.40.32
663;Idrus Idrus;"Pakai kode referal saya yaitu ""alamsamudra1"" kalian bisa dapat cashback 25 ribu dengan begitu kalian dapat keuntungan yang besar. Selamat mencoba..";5;2021-01-03 14.02.16
664;Browlin Simarmata;"Proses pencairan yang sangat lama, menurut saya sebaiknya gausa berinvestasi dsini, terlalu rumit dan sudah 1 bulan pertama x saya pencairan "" keterangan 7 hari kerja nyatanya sampai sekarang ga masuk2 dananya";1;2021-01-09 1.05.54
665;Erik Hartono;"Gunakan ""erik90"" Dapatkan cashbacknya";5;2021-03-30 6.43.06
666;J'M Chanel;Keren Dan mnguntungkan;5;2021-04-24 8.40.46
667;RizkyKalviansyah;Mohon maaf bibit saya uninstall, terkait nomor hp saya yg tidak bisa diubah sesuai dengan nomor gopay saya.. sudah 4 tim support bibot dan hasilnya sama saja.. saya tidak bisa mengganti nomor hp saya sesuai dengan panduan bibit. Terima kasih;1;2021-03-01 5.00.07
668;Sampora Sam;pencairan lama 7 hari kerja, dicicil gak dikolektifkan. narik ratusan ribu apa lagi jutaan. cukup tau aja lah . dah 3 hari hari kerja baru masuk puluhan ribu dr 900rb an yang saya investkan.;1;2020-12-31 5.54.46
669;Sigit Kuntoko;Kode refferfal 100kcuk;5;2021-05-05 12.26.33
670;Rian Rizky;"Hallo , buat kamu yang baru download bibit , silahkan gunakan kode referal ""dipta"" agar mendapatkan saldo Rp. 25.000 secara cuma cuma dari bibit :)";5;2021-01-09 10.36.10
671;BAL BALE;"Untuk konsep dari aplikasinya udah bagus sih ngasih kemudahan buat kita yg pingin ngelakuin hal semacam investasi tanpa takut penipuan but problem dari saya si cuma satu yaitu ""harus punya rekening sendiri"" Padahalkan banyak juga anak anak muda termasuk saya yang pingin belajar investasi sejak dini sedangkan belum punya rekening, mohon ditingkatkan lagi aplikasinya ??";2;2021-02-20 19.36.27
672;Fariz Muhammad Aditya;Gitu dong kyc nya lancar;5;2021-04-05 9.57.33
673;Franz Yoki;Menurut saya bibit sudah sangat bagus. Namun kenaikan / penurunan sahamnnya gak langsung update pada saat tradetime. Jadi harus tggu jam 10 malam. Baru bisa liat naik apa tidaknya.;5;2020-12-29 1.23.00
674;Luth hafizh bahtiar Bahtiar;min.... mohon ditambah info bank Kustodian di manajer investasi... kan yg tertera baru return, aum, .. jadi biar gak buka satu satu buat liat bank Kustodian nya.. pas ngliat MI langsung tau bank Kustodian nya.. jadi gak buka buka;5;2021-01-08 4.23.30
675;Rizky Ananda;Saya suka aplikasinya .... Untuk pemula ini sangat membantu saya apalagi apk nya udah pengawasan ojk ... Terima kasih bibit ... Semoga slalu menjadi aplikasi yang menjaga amanah para investor pemula disini ...;5;2020-12-30 5.33.09
676;benzo zidan;Kenapa saat mencairkan dana tapi lama? Ya karena uangnya di putar putar dulu biar apk bibit dapat hasil juga;2;2021-03-13 11.57.09
677;Raisy Putri;Hai teman2 jangan banyak protes ya Bibit aplikasi investasi reksadana terlengkap ya di antara aplikasi lain nya, dan biaya transaksi paling murah, Contoh transver virtual akun sesama bnk , tidak ada biaya setiap pembelian reksadana, sedang kan aplikasi lain nya, kena biaya 3000atau 4000, jadi bagi teman2 gak usah banyak protes Bilang bibit gak baik, bagi saya bibit terbaik tidak ada tandingan nya Sukses selalu bibit untuk kedepan nya 2 tahun saya investasi di bibit puas banget??, top markotop;5;2021-03-16 18.37.30
678;Ian Manoppo;Uang saya Raib 500 rb ???????????????;1;2021-04-14 0.26.05
679;Fifi Firdianti;BIBIT resmi ya yg ada di aplikasi ini ya gengs...?? Banyak yang mengatasnamakan grub BIBIT di telegram menjadi grub investasi bodong, Hati2 dengan penipuan ya... skali lagi catat ya gengs yang resmi ya yang di aplikasi ini , bukan di grub Telegram ??;5;2021-03-08 3.07.04
680;rambut biru Animation;Wiih mantap banget,dan jika ada masalah dan hal yang tidak kita mengerti bisa langsung tanyakan melalui wa,langsung di balas ,sedangkan kalo si doi lama banget balesnya T_T;5;2021-02-23 2.18.07
681;Dimas Firmansyah;Untuk bibit,masa saya disuruh kembali ke Disdukcapil untuk perbarui no.ktp saya,padahal baru bikin hadehhh;1;2021-03-16 0.07.30
682;Klosto Vamp;Coba tambahkan fitur favorit, troli, ataupun draf dong. Jadi jika sy rencana ingin beli jenis obligasi atau saham yg sdh sy targetkan jauh hari sebelumnya suka lupa mau beli yg mana waktu itu.;5;2021-02-21 15.24.52
683;Anggita 22;Halo aku dari Indonesia Aku lagi belajar saham.. dan aku enggak mengerti tapi aku akan mencoba mengerti kamu.. iya... kamu ! terima kasih kakak;5;2021-01-04 3.27.32
684;Tri Ichsan Saputra;Sangat direkomendasikan untuk pemula. Tapi saya ada saran untuk fitur autopay juga disediakan autopay dari bank bukan cuma dari dompet digital, karena pendapatan utama dikirimnya ke rekening bank bukan dompet digital. Saya secara personal, kalau ingin beli sesuatu, baru saya transfer ke dompet digital. Jadi dompet digital akan selalu nol untuk kondisi ketika tidak digunakan. Sedangkan tujuan utama autopay pasti untuk orang yang sering lupa untuk investasi, jadi semoga kedepannya ada autopay langsung ke rekening bank. Thank you;5;2021-03-18 13.43.00
685;Majide Bikkuri;mantapmu jiwaaa;5;2021-06-02 13.16.16
686;Ikhsan Reza Pahlepi;Mantap Aplikasi nya....saran nih tambahin dana buat metode pembayaran nya supaya lebih komplit metode pembayaran nya??;5;2021-03-20 10.40.28
687;Donny Firmansyah;Sangat cocok untuk pemula dan sangat rekomendasi sekali,terus berikan yg terbaik untuk generasi milenial untuk berinvestasi bibit sekedar masukan harap lebih cepat lagi untuk update grafik dari nav harian dan order jual maupun beli terimakasih;5;2021-02-24 18.21.05
688;Gusti Eka Putra;Bibit aplikasi investasi paling bagus untuk sekarang ini. Untuk tabungan juga bagus.. Saya dulunya investasi pake robot 100k gak sampai 3 minggu sudah jadi 100.800,semoga ada rejeki lagi buat nambah ???;4;2021-01-06 13.13.25
689;gghistory;Aplikasi nya sangat bagus karena apabila ada masalah selalu cepat direspon. Selalu berkembang ya bibit. Jangan lupa untuk gunakan kode saya saat membuat akun bibit dan dapatkan bonus cashback ini kodenya uzpwxme.;5;2020-12-29 3.24.35
690;Windu Gunawan;Ini kenapa sih lama banget masuknya unit reksadana saya?? Saya beli senin tnggl 4 januari 2021 jam 9.00 pagi, sampe sekarang hari selasa 5 januari 2021 jam 23.45 belum jga masuk unit reksadana nya, aneh banget;3;2021-01-05 16.48.00
691;Fathur Andre Fadilah;"Bibit aplikasi bagus, mudah dimengerti, buat yg baru gabung masukin kode ""cashbacksobit"" ya biar bisa dapet cashback 25k langsung dari bibitnya";5;2021-01-06 7.19.50
692;Aditya Hermansyah Putra;"Setelah saya pakai aplikasi Alhamdulillah hasilnya, semoga cuman terus ayo temen temen paki kode ini ""codebibits"" buat dapetin cashback yang saling support semoga berkah??";5;2021-01-02 22.54.58
693;mar yadi;Tinggal masalah servernya yang ditingkatkan lagi saya sering ter logout terus mohon bantuannya saya takut data saya ga aman;2;2021-03-16 11.24.15
694;Luthfi Setiawan;Sangat membantu bagi pemula yg ingin belajar bagaimana mengelola investasi jangka panjang, Tingkat berbagai resiko yg spesifik berdasarkan kuisioner yg kita isi diawal, menggambarkan pandangan kita untuk memulai investasi;4;2021-01-03 0.43.19
695;Muhammad habib rafi' udin;Bagus sih aplikasi nya buat pemula, cuma kalo lagi di pake terus buka aplikasi lain kadang suruh login ulang , ini terjadi bukan 1 atau 2 kali tapi udah sering ngalamin, mohon segera di perbaiki. terimakasih??;3;2021-03-05 5.13.31
696;Calvin Ronaldo;Mantap cuy. Gak usah lagi ribet nyari app utk main uang. Cukup ini aja. UI nya mudah dan supported by professionals. Registrasi dan dapat modal 25.000 dgn kode referral NENEN. Hahaha..;5;2021-01-08 1.36.58
697;Burhan Gamerz;Performa jaringan udh baguss... Udh bisa investasi. Aplikasi normal. Good job team bibit;5;2021-03-16 3.31.21
698;Zainuri Affan;Mohon maaf..mau nanya..kmrn saya top up tabungan ke manulife tapi status msh dlm verifikasi..sampai kapan bs aktif?? Kontak lewat email jg tak ada respon.. Sudah dr tgl 6 kemarin...terima kasih;3;2021-03-08 14.33.18
699;M_Aditya _Mahfudz;Sangat baik bagi para investor pemula di Indonesia, dilengkapi dengan suguhkan IU/UX yang menarik dan penjabaran mengenai investasi dan reksa dana secara singkat dan padat.;5;2021-01-06 4.45.16
700;Intan Noer;"Alhamdulillah aplikasi sangat bermanfaat bagi pemula, jangan lupa pakai kode referral "" succeswithbibit "" biar dapet cashback langsung . Tunggu apalagi download bibit sekarang ..";4;2021-01-02 16.10.16
701;Dings official music reuploud;Langsung dwonload saja nggak usah takut karena ini sudah di awasi oleh OJK dan hati hati dengan orang yang mengatas nama kan bibit lewat wa dan telegram;5;2021-03-12 8.26.19
702;umi uma;aplikasi ini sudah terdaftar di OJK jadi tidak perlu ragu /////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////// buruan dwonload hayuk;5;2021-03-24 14.50.02
703;Ihsan Isnaini;Aplikasi yg rekomended, terutama bagi investor pemula. Cara investasi syariah yang sy cari juga ada di sini. Cuma sdikit disayangkan, pilihan bank penampung dananya belum banyak, sy kbetulan berbeda bank, jd kena biaya kalo mau kirim transfer.;4;2021-01-08 13.11.51
704;Budi Satriadi;Kasih bintang 3 dulu, abis pas mau revisi data susah terus, mudah mudahan data saya bisa direvisi, kalo sudah bisa nanti bintang nya ditambah lagi;3;2021-01-04 22.29.39
705;ermy dian widarasari;"Lumayan untuk pemula...bisa dapet cashback 25.000 juga..jangan lupa pake kode referal ""PLENCING"" yaa...pasti langsung dapet cash back deh";5;2021-01-08 12.54.46
706;Eti hesti;sudah 3 Minggu ,,,belum ada pencairan di rekening saya...maaf saya kasih 2 dulu.;2;2021-03-25 7.44.37
707;Forza Milan;suka sekali aplikasi ini sangat membantu hayuk yang belum gabung buruan gsbung /////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////// sangat suka ah GELAY;5;2021-03-19 3.48.54
708;Bang Med;Alhamdulillah ... Luar biasa !!! Cocok untuk pemula yg ingin berkiprah didunia Saham, jangan lupa masukkan kode referral : vibrasi ??????;5;2021-01-10 4.23.40
709;T.T;Referral : hendrahermawantt silahkan dicoba dapat cash back Rp. 25.000 coba buruan pake referral hendrahermawantt;5;2021-03-18 17.25.48
710;Xstra Kuat;aplikasi bibit aplikasi investasi terbaik ////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////// hayuk segera dwonlod!!!;5;2021-03-23 3.13.07
711;Afifonso Ramano;Aplikasi yang mengajarkan pemula untuk berinvestasi, segera join dan gunakan kode refferal ( afifonso ) Untuk dapatkan cashbacknya. Terimakasih;5;2021-01-08 6.15.48
712;MbrayBolJang Channel;Aplikasi ga jelas,pas login kode nya lama, sekalinya ada nomer hp nya ga bisa saya unistall gasuka gelay??;1;2021-03-19 18.13.17
713;kamsir pastel;Aplikasi yang bagus cocok banget buat pemula seperti saya untuk berinvestasi sejak dini, ini kode refral saya: cintamasadepan, untuk dapatkan cashback 25k saat mendaftar, terimakasih ??;5;2021-01-01 11.12.44
714;Yudai Anything;Aplikasinya keren, saya jadi lebih mudah memahami cara investasi dengan fitur - fiturnya. Apalagi ada fitur robo yang mudah mengarahkan saya memilih jenis investasi yang paling sesuai.;5;2021-01-09 7.16.29
715;Nafidz ID;Kalian wibu? Kita bersaudara..masukan (code refferal : nezuko) saat awal mendaftar agar kalian dapat cashback 25rb, biar apa? Biar kita bisa untung sama sama.;5;2021-01-05 10.51.24
716;Parah cuk;Buat yang baru join dan teruntuk pelajar apk ini cocok bgt buat nambah uang jajan kalian supaya tidak disebut sebagai beban keluarga lagi hihi canda sayang.Nah sekarang aku mau kasih kode referal aku nih(amanahkok)dan dapatkan cashback senilai 25k selamat bergabung:*;5;2020-12-31 17.56.27
717;erentika 04;sangat bagusss membantuu keuangannn;5;2021-05-20 17.07.11
718;Novia Elis;Baru download..masih pelajari dulu apk nya..klo bagus nanti tambah bintang lg;3;2021-05-18 1.05.52
719;Gibran Ghosali;Kecewa banget deh kok tiba ada balasan email... Dan trus di blng gak bisa di tindak lanjut karena KTP... Ada apa dgn KTP saya padahal saya Sudah catat secara detail banget deh.... Tpi masih aja di blng salah aduh sumpah kecewa deh;1;2021-03-03 10.12.34
720;Mak Ifad Story;Ini keren .... baru seminggu gabung .. awal investasi cm 100rb, skrg udh 125rb .. tp jgn terlalu berharap naik terus karna pasti ada turun tp dari pada di atm aj gak ada keuntungan ....;5;2021-01-05 11.27.26
721;Chandra Hadi Wijaya;App terbaik untuk memulai investasi dari nol sampe sekarang masih oke buat cara pemahamnya mudah di mengerti dan juga ada fitur syariah nya jadi gak takut ada unsur riba... insyaAllah halal.. sukses terus dah bibit reksadana;5;2021-02-22 2.07.14
722;Nasrul Aziz;Jarang untung...yg baru belajar jangan coba2...sangat tidak memuaskan..apalagi kalau mau jual... lambatnya minta ampun..tobat dah;1;2021-02-25 5.37.41
723;Raka R.z;Kenaapa no hp saya tiba tiba sudah terdafttar padahal sayaa belum pernah mendownload apk ini sama sekali ?? Dan baru pertama kali ini. Saya mendownoad nya tetapi no hp sudah di gunakan?;2;2021-02-26 23.48.01
724;Dede Rachmat;Proses pencairan uang lama. Bayangin kalo uang kita udh disimpan semua di bibit, kemudian kita lagi butuh / pgn beli sesuatu / pgn bayar sesuatu di hari tersebut.. otomatis kita ga akan bisa. Krna penarikannya ga langsung cair pada hari itu... Jd saya sarankan buat calon pengguna bibit, yg mau nabung di bibit... gunakan uang nganggur, supaya kalo pgn dicairkan ga terburu2... krna emg di aplikasi ini ga bisa buru2 buat pencairan.;1;2021-01-07 5.16.48
725;media sholawat;Ah bibit payah,aku jual aset saldo tidak masuk rekening,untung cuman 100rb aja.....;1;2021-04-07 12.07.31
726;hidayat19 Driv;Masukan klu bisa pada saat jual klu bisa jadikan saldo deposit di akun bibit. Jadi dlm waktu cepat bisa beli kembali. Dengan saham lainnya jadi tdk nunggu harus uang masuk kerekening.;4;2021-01-13 21.26.00
727;Rizky Murtadho;Semoga ke depan nya makin banyak dompet digital nya gak cuma gopay link, kalo bisa ovo, dana juga;5;2021-03-31 1.44.38
728;VANDIQ STAR;Tolong kepada Yth. Manajemen Investasi Bibit, terkait dengan penarikan dana agar sekiranya tidak terlalu lama diproses. Jangan hanya ketika deposit untuk pembelian reksa dana saja yang cepat proses nya, tapi untuk penarikan tolong agar di percepat juga prosesnya. Sudah banyak keluhan terkait permasalahan tersebut, namun sepertinya tidak di gubris. Terimakasih..;3;2021-02-15 14.57.07
729;Abdillah Dehir;"Biasanya beli RD offline, baru skrg coba online??.. Kepincut pake Bibit krn ada Robonya, jd udah ada advice RD yg akan kita beli sesuai kriteria diri kita... Trx RD jd mudah, praktis & byk benefitnya...salah satunya dpt cashback Rp.25k klo pas daftar pake kode referal ""bibitmekar""...coba aja";5;2020-12-29 9.32.34
730;evos gaming;Gabung bibit untuk sukses investasi ... dapatkan cash back rp. 25000 dengan kode refeal (2021aqbisa) semoga kita sukses berinvestasi...;5;2021-01-17 17.05.06
731;Jsps 21;System pengembalian lama verifikasi bank kuatodian bisa 3-4 hari dari penjualan setelah selesai verifikasi masih tunggu 7 hari kerja transfer rekening kalau kena hari libur tambah lama total bisa 2 minggu baru kelar jadi kalau gk punya uang free susah buat putaran;3;2021-01-11 4.08.30
732;Rina Maulidina;Maaf ya aku kasih bintang 3 dulu. Aku udah berhasil transaksi dari hari sabtu, sampe hari rabu ini, nominal keuntungan atau persentase imbal hasilnya tetep 0. Gimana dong bibit, tolong ya;5;2021-02-03 2.47.55
733;anviazcalm Novi Widiyanti;mohon maaf kenapaa yaaa baru juga daftar, tapi pas masukan no hp dibalang sudah terdaftar, padahal baru register;4;2021-05-22 13.01.49
734;anisah bahar;"Bagusss bangeeeettt.... pendaftaran cepet n mudah.. ada rekomendasi nya juga jadi ga pusing"" dehh buat milih reksa dana.. sangat cocok buat pemula yg belum paham tentang investasi.. salam hangat :)";5;2021-01-11 19.28.16
735;Birono jaya;Sippp super sekali;1;2021-04-08 16.57.27
736;Lutfi Firdaus;Sebelum beli aplikasi lancar jaya, setelah udh beli malah lemot banget, jadi ngerasa gak aman krn beberapa kali check internet connection padahal buka apps yg lain lancar. Tolong diperbaiki.;1;2021-01-29 18.06.59
737;zeni zenilo;susah untuk di pahami, gk tau harus ngapain di aplikasi ini padahal sudah isi saldo 100rb nysel gua;1;2021-03-16 9.41.20
738;Kevin M&M;Kepada Tim Bibit saya ingin melakukan pencairan dana tetapi no.hp saya hilang /tidak aktif lagi dan saat ingin merubah no.hp minta veritifikasi ,mohon solusinya Terima Kasih;5;2021-01-02 2.15.37
739;Nadira Azzahra Setiawan;Aplikasi keren..utk pemula yg belum paham ttg investasi bisa banget nyobain invest pake aplikasi ini..ada robo yg bisa ngarahin kita utk invest..makasi bibit;5;2020-12-29 0.53.17
740;Ronija Indonesia;Sebagae cowo singgel saya berusaha untuk menabung dan menabung. Dengan adanya bibit aplikasi investasi maka aku rutin menabung di bibit aplikasi yg di awasi OJK.. Semoga sukses anak bangsa NKRI..;5;2021-02-27 14.49.49
741;Dewi Sandra;"Mantap ini baru namanya aplikasi terbaru dan terpercaya, isi kode referral = ''REREGA"" di awal pendaftaran supaya kamu bisa mendapatkan Cashback 25rb, aplikasi ini sangatlah cocok untuk pemula dan aplikasi ini sudah terdaftar di OJK, jadi kita semua tidak perlu ragu untuk menggunakan aplikasi ini. aplikasi ini sangatlah cocok untuk pemula dan aplikasi ini sudah terdaftar di OJK, jadi kita semua tidak perlu ragu untuk menggunakan aplikasi ini.";5;2021-01-01 0.16.47
742;WILDAN IRFAN;Tempat jual beli reksadana terbaik dan sangat recomanded, tampilan dan antarmuka Bibit sangat bagus, pembuatan akun sangat cepat, hanya 1 hari kerja akun sudah jadi. Pembelian Reksadana sangat mudah sekali, penjualannya juga sangat mudah, hanya 1 hari uang sudah cair ke rekening, pokok ini aplikasi bagus banget, saya masih pelajar, lumayan lah bisa belajar investasi, kalau bukan sekarang kapan lagi coba, hehehe. Btw Gunakan Refferal: yukberkahbersama agar mendapatkan cashback 25.000;5;2021-01-11 6.06.51
743;Abdul Jalil;Saya menyesal kenapa tidak dari dulu menggunakan aplikasi ini, berinvestasi di bibit simple aman terpercaya dan mudah untuk dicairkan ketika kita butuh dana darurat ??;5;2021-01-06 4.28.14
744;Sela Anjani;Sangat membantu sekali aplikasi ini kawan gunakan kode referal = {{CUANME}} di awal pendaftaran karna akan mendapatkan bonus cashback 25 ribu, jadi segera daftar teman aplikasi bibit ini sudah di lindungi OJK jadi jangan ragu lagi kawan segera daftar dan pencairannya juga tidak sampai 7 hari sudah masuk dan segera daftar ya jangan sampai ketingalan di jamin tidak mengecewakan.;5;2021-01-26 0.57.11
745;rizqi agung nugroho;Investor pemula nih, pake Code Referral : masamudamenabung dapat cashback 25k, lumayan nih;5;2021-03-12 4.47.04
746;18-042 Shindi Karisma;[yukayobisa] Aplikasi investasi terpercaya. Yuk yang mau berinvestasi jangan ditunda lagi, gunakan kode referal [yukayobisa] untuk kamu bisa dapat cashback 25k untuk pembelian saham Yuk bisa;5;2020-12-25 9.03.50
747;Kholil Chan;Alhamdulillah untuk pemula pun bisa mendapatkan keuntungan .ayu bergabung kode Rafael saya untuk mendapatkan voucher cashback 25rb di awal .?boooom? itu kodenya;5;2021-01-07 2.49.33
748;Edi Saputra;"Dapatkan Cashback senilai Rp25.000 untuk menggunakan aplikasi bibit dengan memasukan nomor referall "" ayokpakaibibit "". Terimakasih Semoga tambah maju untuk Bibit..";5;2020-12-31 16.53.31
749;Maulana Sejati2002;Asli saya dapat keuntungan berlimpah menggunakan aplikasi ini, Dapatkan cashback reksadana dari Bibit hanya dengan masukkan kode referral ini saat pendaftaran: 50rbcashback;5;2021-01-12 11.49.37
750;Fakkar Bareza;Ayo Investasi Sekarang. Semangat Muda semangat berinvestasi. Masukkan kode referral = skuyinvest4 dapatkan Cashback senilai Rp. 25.000,00. Investasi mudah ya pakai BIBIT.... :);5;2021-01-13 0.23.13
751;Tyo;bagus banget sih app ini memudahkan buat pemula, TIPS : Coba deh pas daftar masukin kode refferal ~ 25dapetreksa ~ mayan banget dapet duit duapuluhlima ribu ??;4;2020-12-28 4.41.58
752;Deyland Izaac;Aplikasi yang cocok untuk investor pemula. Pilihan reksadananya juga sangat membantu untuk yang msih binggung milih reksadana yang tepat. Ditunjang dgn fitur robo advisor, sangat membantu. Aplikasi yang sangat cocok untuk belajar investasi langsung.;4;2021-01-05 3.42.29
753;Kipoel Ji;RATA RATA KOMENTAR MASALAH DARI JARINGAN DAN SEBAIKNYA PUNYA AKUN DEMO BIAR PELATIHAN BISA LANGSUNG SAMA DENGAN APPLIKASI YANG LAIN...;4;2021-03-15 4.22.36
754;Nungki Lukita;Keren bgt...nyesel gak investasi dari tahun lalu.....untuk yg berani resiko invest saham dng profit besar cocok nih, cm iseng2 invest ratusan ribu eh masih blm ada sebulan hampir balik modal investnya...kaget pagi2 dpt notif cuan????. Dan kerennya kalian akan diarahkan dengan kemauan kalian tanpa paksaan serta investnya akan disebar rata di tab uang, obligasi dan psr saham kereeeen;5;2021-01-12 0.21.24
755;Wahyu Kurniawati sukamto;"Bagus dan berkualitas. Buat teman teman yg mau gabung ke bibit bisa pakai kode referral ""bajiki"" Dapat cashback 25000 Ayo investasi";5;2021-01-11 0.47.25
756;Muhammad Subhan;"Aplikasi yang sangat bagus.. gunakan kode referral ""qxtog32"" untuk mendapatkan cashback senilai Rp 25.000 Kode referral : qxtog32";5;2021-01-18 4.46.00
757;Fadil putra Bungsu;Rekomended banget buat investor pemula, sangat mudah kita berinvestasi disini karena di aplilasi ini ada yang namanya robo advisor yaitu secara otomatis memilih jenis reksadana yang sesuai dengan profil resiko.;5;2021-03-02 19.47.40
